Frame,X,Y,Z
   9, 272,  31, -32
   9, 273,  31, -32
   9, 274,  31, -32
   9, 275,  31, -32
   9, 276,  31, -32
   9, 277,  31, -32
   9, 278,  31, -32
   9, 279,  31, -32
   9, 280,  31, -32
   9, 281,  31, -32
   9, 282,  31, -32
   9, 283,  31, -32
   9, 284,  31, -32
   9, 285,  31, -32
   9, 286,  31, -32
   9, 287,  31, -32
   9, 224, -32, -31
   9, 287, -32, -31
   9, 224,  31, -31
   9, 287,  31, -31
   9, 224, -32, -30
   9, 287, -32, -30
   9, 224,  31, -30
   9, 287,  31, -30
   9, 224, -32, -29
   9, 287, -32, -29
   9, 224,  31, -29
   9, 287,  31, -29
   9, 224, -32, -28
   9, 287, -32, -28
   9, 224,  31, -28
   9, 287,  31, -28
   9, 224, -32, -27
   9, 287, -32, -27
   9, 224,  31, -27
   9, 287,  31, -27
   9, 224, -32, -26
   9, 287, -32, -26
   9, 224,  31, -26
   9, 287,  31, -26
   9, 224, -32, -25
   9, 287, -32, -25
   9, 224,  31, -25
   9, 287,  31, -25
   9, 224, -32, -24
   9, 287, -32, -24
   9, 224,  31, -24
   9, 287,  31, -24
   9, 224, -32, -23
   9, 287, -32, -23
   9, 224,  31, -23
   9, 287,  31, -23
   9, 224, -32, -22
   9, 287, -32, -22
   9, 224,  31, -22
   9, 287,  31, -22
   9, 224, -32, -21
   9, 287, -32, -21
   9, 224,  31, -21
   9, 287,  31, -21
   9, 224, -32, -20
   9, 287, -32, -20
   9, 224,  31, -20
   9, 287,  31, -20
   9, 224, -32, -19
   9, 287, -32, -19
   9, 224,  31, -19
   9, 287,  31, -19
   9, 224, -32, -18
   9, 287, -32, -18
   9, 224,  31, -18
   9, 287,  31, -18
   9, 224, -32, -17
   9, 287, -32, -17
   9, 224,  31, -17
   9, 287,  31, -17
   9, 224, -32, -16
   9, 287, -32, -16
   9, 224,  31, -16
   9, 287,  31, -16
   9, 224, -32, -15
   9, 287, -32, -15
   9, 224,  31, -15
   9, 287,  31, -15
   9, 224, -32, -14
   9, 287, -32, -14
   9, 224,  31, -14
   9, 287,  31, -14
   9, 224, -32, -13
   9, 287, -32, -13
   9, 224,  31, -13
   9, 287,  31, -13
   9, 224, -32, -12
   9, 287, -32, -12
   9, 224,  31, -12
   9, 287,  31, -12
   9, 224, -32, -11
   9, 287, -32, -11
   9, 224,  31, -11
   9, 287,  31, -11
   9, 224, -32, -10
   9, 287, -32, -10
   9, 224,  31, -10
   9, 287,  31, -10
   9, 224, -32,  -9
   9, 287, -32,  -9
   9, 224,  31,  -9
   9, 287,  31,  -9
   9, 224, -32,  -8
   9, 287, -32,  -8
   9, 224,  31,  -8
   9, 287,  31,  -8
   9, 224, -32,  -7
   9, 287, -32,  -7
   9, 224,  31,  -7
   9, 287,  31,  -7
   9, 224, -32,  -6
   9, 287, -32,  -6
   9, 224,  31,  -6
   9, 287,  31,  -6
   9, 224, -32,  -5
   9, 287, -32,  -5
   9, 224,  31,  -5
   9, 287,  31,  -5
   9, 224, -32,  -4
   9, 287, -32,  -4
   9, 224,  31,  -4
   9, 287,  31,  -4
   9, 224, -32,  -3
   9, 287, -32,  -3
   9, 224,  31,  -3
   9, 287,  31,  -3
   9, 224, -32,  -2
   9, 287, -32,  -2
   9, 224,  31,  -2
   9, 287,  31,  -2
   9, 224, -32,  -1
   9, 287, -32,  -1
   9, 224,  31,  -1
   9, 287,  31,  -1
   9, 224, -32,   0
   9, 287, -32,   0
   9, 224,  31,   0
   9, 287,  31,   0
   9, 224, -32,   1
   9, 287, -32,   1
   9, 224,  31,   1
   9, 287,  31,   1
   9, 224, -32,   2
   9, 287, -32,   2
   9, 224,  31,   2
   9, 287,  31,   2
   9, 224, -32,   3
   9, 287, -32,   3
   9, 224,  31,   3
   9, 287,  31,   3
   9, 224, -32,   4
   9, 287, -32,   4
   9, 224,  31,   4
   9, 287,  31,   4
   9, 224, -32,   5
   9, 287, -32,   5
   9, 224,  31,   5
   9, 287,  31,   5
   9, 224, -32,   6
   9, 287, -32,   6
   9, 224,  31,   6
   9, 287,  31,   6
   9, 224, -32,   7
   9, 287, -32,   7
   9, 224,  31,   7
   9, 287,  31,   7
   9, 224, -32,   8
   9, 287, -32,   8
   9, 224,  31,   8
   9, 287,  31,   8
   9, 224, -32,   9
   9, 287, -32,   9
   9, 224,  31,   9
   9, 287,  31,   9
   9, 224, -32,  10
   9, 287, -32,  10
   9, 224,  31,  10
   9, 287,  31,  10
   9, 224, -32,  11
   9, 287, -32,  11
   9, 224,  31,  11
   9, 287,  31,  11
   9, 224, -32,  12
   9, 287, -32,  12
   9, 224,  31,  12
   9, 287,  31,  12
   9, 224, -32,  13
   9, 287, -32,  13
   9, 224,  31,  13
   9, 287,  31,  13
   9, 224, -32,  14
   9, 287, -32,  14
   9, 224,  31,  14
   9, 287,  31,  14
   9, 224, -32,  15
   9, 287, -32,  15
   9, 224,  31,  15
   9, 287,  31,  15
   9, 224, -32,  16
   9, 287, -32,  16
   9, 224,  31,  16
   9, 287,  31,  16
   9, 224, -32,  17
   9, 287, -32,  17
   9, 224,  31,  17
   9, 287,  31,  17
   9, 224, -32,  18
   9, 287, -32,  18
   9, 224,  31,  18
   9, 287,  31,  18
   9, 224, -32,  19
   9, 287, -32,  19
   9, 224,  31,  19
   9, 287,  31,  19
   9, 224, -32,  20
   9, 287, -32,  20
   9, 224,  31,  20
   9, 287,  31,  20
   9, 224, -32,  21
   9, 287, -32,  21
   9, 224,  31,  21
   9, 287,  31,  21
   9, 224, -32,  22
   9, 287, -32,  22
   9, 224,  31,  22
   9, 287,  31,  22
   9, 224, -32,  23
   9, 287, -32,  23
   9, 224,  31,  23
   9, 287,  31,  23
   9, 224, -32,  24
   9, 287, -32,  24
   9, 224,  31,  24
   9, 287,  31,  24
   9, 224, -32,  25
   9, 287, -32,  25
   9, 224,  31,  25
   9, 287,  31,  25
   9, 224, -32,  26
   9, 287, -32,  26
   9, 224,  31,  26
   9, 287,  31,  26
   9, 224, -32,  27
   9, 287, -32,  27
   9, 224,  31,  27
   9, 287,  31,  27
   9, 224, -32,  28
   9, 287, -32,  28
   9, 224,  31,  28
   9, 287,  31,  28
   9, 224, -32,  29
   9, 287, -32,  29
   9, 224,  31,  29
   9, 287,  31,  29
   9, 224, -32,  30
   9, 287, -32,  30
   9, 224,  31,  30
   9, 287,  31,  30
   9, 224, -32,  31
   9, 225, -32,  31
   9, 226, -32,  31
   9, 227, -32,  31
   9, 228, -32,  31
   9, 229, -32,  31
   9, 230, -32,  31
   9, 231, -32,  31
   9, 232, -32,  31
   9, 233, -32,  31
   9, 234, -32,  31
   9, 235, -32,  31
   9, 236, -32,  31
   9, 237, -32,  31
   9, 238, -32,  31
   9, 239, -32,  31
   9, 240, -32,  31
   9, 241, -32,  31
   9, 242, -32,  31
   9, 243, -32,  31
   9, 244, -32,  31
   9, 245, -32,  31
   9, 246, -32,  31
   9, 247, -32,  31
   9, 248, -32,  31
   9, 249, -32,  31
   9, 250, -32,  31
   9, 251, -32,  31
   9, 252, -32,  31
   9, 253, -32,  31
   9, 254, -32,  31
   9, 255, -32,  31
   9, 256, -32,  31
   9, 257, -32,  31
   9, 258, -32,  31
   9, 259, -32,  31
   9, 260, -32,  31
   9, 261, -32,  31
   9, 262, -32,  31
   9, 263, -32,  31
   9, 264, -32,  31
   9, 265, -32,  31
   9, 266, -32,  31
   9, 267, -32,  31
   9, 268, -32,  31
   9, 269, -32,  31
   9, 270, -32,  31
   9, 271, -32,  31
   9, 272, -32,  31
   9, 273, -32,  31
   9, 274, -32,  31
   9, 275, -32,  31
   9, 276, -32,  31
   9, 277, -32,  31
   9, 278, -32,  31
   9, 279, -32,  31
   9, 280, -32,  31
   9, 281, -32,  31
   9, 282, -32,  31
   9, 283, -32,  31
   9, 284, -32,  31
   9, 285, -32,  31
   9, 286, -32,  31
   9, 287, -32,  31
   9, 224, -31,  31
   9, 287, -31,  31
   9, 224, -30,  31
   9, 287, -30,  31
   9, 224, -29,  31
   9, 287, -29,  31
   9, 224, -28,  31
   9, 287, -28,  31
   9, 224, -27,  31
   9, 287, -27,  31
   9, 224, -26,  31
   9, 287, -26,  31
   9, 224, -25,  31
   9, 287, -25,  31
   9, 224, -24,  31
   9, 287, -24,  31
   9, 224, -23,  31
   9, 287, -23,  31
   9, 224, -22,  31
   9, 287, -22,  31
   9, 224, -21,  31
   9, 287, -21,  31
   9, 224, -20,  31
   9, 287, -20,  31
   9, 224, -19,  31
   9, 287, -19,  31
   9, 224, -18,  31
   9, 287, -18,  31
   9, 224, -17,  31
   9, 287, -17,  31
   9, 224, -16,  31
   9, 287, -16,  31
   9, 224, -15,  31
   9, 287, -15,  31
   9, 224, -14,  31
   9, 287, -14,  31
   9, 224, -13,  31
   9, 287, -13,  31
   9, 224, -12,  31
   9, 287, -12,  31
   9, 224, -11,  31
   9, 287, -11,  31
   9, 224, -10,  31
   9, 287, -10,  31
   9, 224,  -9,  31
   9, 287,  -9,  31
   9, 224,  -8,  31
   9, 287,  -8,  31
   9, 224,  -7,  31
   9, 287,  -7,  31
   9, 224,  -6,  31
   9, 287,  -6,  31
   9, 224,  -5,  31
   9, 287,  -5,  31
   9, 224,  -4,  31
   9, 287,  -4,  31
   9, 224,  -3,  31
   9, 287,  -3,  31
   9, 224,  -2,  31
   9, 287,  -2,  31
   9, 224,  -1,  31
   9, 287,  -1,  31
   9, 224,   0,  31
   9, 287,   0,  31
   9, 224,   1,  31
   9, 287,   1,  31
   9, 224,   2,  31
   9, 287,   2,  31
   9, 224,   3,  31
   9, 287,   3,  31
   9, 224,   4,  31
   9, 287,   4,  31
   9, 224,   5,  31
   9, 287,   5,  31
   9, 224,   6,  31
   9, 287,   6,  31
   9, 224,   7,  31
   9, 287,   7,  31
   9, 224,   8,  31
   9, 287,   8,  31
   9, 224,   9,  31
   9, 287,   9,  31
   9, 224,  10,  31
   9, 287,  10,  31
   9, 224,  11,  31
   9, 287,  11,  31
   9, 224,  12,  31
   9, 287,  12,  31
   9, 224,  13,  31
   9, 287,  13,  31
   9, 224,  14,  31
   9, 287,  14,  31
   9, 224,  15,  31
   9, 287,  15,  31
   9, 224,  16,  31
   9, 287,  16,  31
   9, 224,  17,  31
   9, 287,  17,  31
   9, 224,  18,  31
   9, 287,  18,  31
   9, 224,  19,  31
   9, 287,  19,  31
   9, 224,  20,  31
   9, 287,  20,  31
   9, 224,  21,  31
   9, 287,  21,  31
   9, 224,  22,  31
   9, 287,  22,  31
   9, 224,  23,  31
   9, 287,  23,  31
   9, 224,  24,  31
   9, 287,  24,  31
   9, 224,  25,  31
   9, 287,  25,  31
   9, 224,  26,  31
   9, 287,  26,  31
   9, 224,  27,  31
   9, 287,  27,  31
   9, 224,  28,  31
   9, 287,  28,  31
   9, 224,  29,  31
   9, 287,  29,  31
   9, 224,  30,  31
   9, 287,  30,  31
   9, 224,  31,  31
   9, 225,  31,  31
   9, 226,  31,  31
   9, 227,  31,  31
   9, 228,  31,  31
   9, 229,  31,  31
   9, 230,  31,  31
   9, 231,  31,  31
   9, 232,  31,  31
   9, 233,  31,  31
   9, 234,  31,  31
   9, 235,  31,  31
   9, 236,  31,  31
   9, 237,  31,  31
   9, 238,  31,  31
   9, 239,  31,  31
   9, 240,  31,  31
   9, 241,  31,  31
   9, 242,  31,  31
   9, 243,  31,  31
   9, 244,  31,  31
   9, 245,  31,  31
   9, 246,  31,  31
   9, 247,  31,  31
   9, 248,  31,  31
   9, 249,  31,  31
   9, 250,  31,  31
   9, 251,  31,  31
   9, 252,  31,  31
   9, 253,  31,  31
   9, 254,  31,  31
   9, 255,  31,  31
   9, 256,  31,  31
   9, 257,  31,  31
   9, 258,  31,  31
   9, 259,  31,  31
   9, 260,  31,  31
   9, 261,  31,  31
   9, 262,  31,  31
   9, 263,  31,  31
   9, 264,  31,  31
   9, 265,  31,  31
   9, 266,  31,  31
   9, 267,  31,  31
   9, 268,  31,  31
   9, 269,  31,  31
   9, 270,  31,  31
   9, 271,  31,  31
   9, 272,  31,  31
   9, 273,  31,  31
   9, 274,  31,  31
   9, 275,  31,  31
   9, 276,  31,  31
   9, 277,  31,  31
   9, 278,  31,  31
   9, 279,  31,  31
   9, 280,  31,  31
   9, 281,  31,  31
   9, 282,  31,  31
   9, 283,  31,  31
   9, 284,  31,  31
   9, 285,  31,  31
   9, 286,  31,  31
   9, 287,  31,  31
   9,-224,  32, -32
   9,-223,  32, -32
   9,-222,  32, -32
   9,-221,  32, -32
   9,-220,  32, -32
   9,-219,  32, -32
   9,-218,  32, -32
   9,-217,  32, -32
   9,-216,  32, -32
   9,-215,  32, -32
   9,-214,  32, -32
   9,-213,  32, -32
   9,-212,  32, -32
   9,-211,  32, -32
   9,-210,  32, -32
   9,-209,  32, -32
   9,-208,  32, -32
   9,-207,  32, -32
   9,-206,  32, -32
   9,-205,  32, -32
   9,-204,  32, -32
   9,-203,  32, -32
   9,-202,  32, -32
   9,-201,  32, -32
   9,-200,  32, -32
   9,-199,  32, -32
   9,-198,  32, -32
   9,-197,  32, -32
   9,-196,  32, -32
   9,-195,  32, -32
   9,-194,  32, -32
   9,-193,  32, -32
   9,-192,  32, -32
   9,-191,  32, -32
   9,-190,  32, -32
   9,-189,  32, -32
   9,-188,  32, -32
   9,-187,  32, -32
   9,-186,  32, -32
   9,-185,  32, -32
   9,-184,  32, -32
   9,-183,  32, -32
   9,-182,  32, -32
   9,-181,  32, -32
   9,-180,  32, -32
   9,-179,  32, -32
   9,-178,  32, -32
   9,-177,  32, -32
   9,-176,  32, -32
   9,-175,  32, -32
   9,-174,  32, -32
   9,-173,  32, -32
   9,-172,  32, -32
   9,-171,  32, -32
   9,-170,  32, -32
   9,-169,  32, -32
   9,-168,  32, -32
   9,-167,  32, -32
   9,-166,  32, -32
   9,-165,  32, -32
   9,-164,  32, -32
   9,-163,  32, -32
   9,-162,  32, -32
   9,-161,  32, -32
   9,-224,  33, -32
   9,-161,  33, -32
   9,-224,  34, -32
   9,-161,  34, -32
   9,-224,  35, -32
   9,-161,  35, -32
   9,-224,  36, -32
   9,-161,  36, -32
   9,-224,  37, -32
   9,-161,  37, -32
   9,-224,  38, -32
   9,-161,  38, -32
   9,-224,  39, -32
   9,-161,  39, -32
   9,-224,  40, -32
   9,-161,  40, -32
   9,-224,  41, -32
   9,-161,  41, -32
   9,-224,  42, -32
   9,-161,  42, -32
   9,-224,  43, -32
   9,-161,  43, -32
   9,-224,  44, -32
   9,-161,  44, -32
   9,-224,  45, -32
   9,-161,  45, -32
   9,-224,  46, -32
   9,-161,  46, -32
   9,-224,  47, -32
   9,-161,  47, -32
   9,-224,  48, -32
   9,-161,  48, -32
   9,-224,  49, -32
   9,-161,  49, -32
   9,-224,  50, -32
   9,-161,  50, -32
   9,-224,  51, -32
   9,-161,  51, -32
   9,-224,  52, -32
   9,-161,  52, -32
   9,-224,  53, -32
   9,-161,  53, -32
   9,-224,  54, -32
   9,-161,  54, -32
   9,-224,  55, -32
   9,-161,  55, -32
   9,-224,  56, -32
   9,-161,  56, -32
   9,-224,  57, -32
   9,-161,  57, -32
   9,-224,  58, -32
   9,-161,  58, -32
   9,-224,  59, -32
   9,-161,  59, -32
   9,-224,  60, -32
   9,-161,  60, -32
   9,-224,  61, -32
   9,-161,  61, -32
   9,-224,  62, -32
   9,-161,  62, -32
   9,-224,  63, -32
   9,-161,  63, -32
   9,-224,  64, -32
   9,-161,  64, -32
   9,-224,  65, -32
   9,-161,  65, -32
   9,-224,  66, -32
   9,-161,  66, -32
   9,-224,  67, -32
   9,-161,  67, -32
   9,-224,  68, -32
   9,-161,  68, -32
   9,-224,  69, -32
   9,-161,  69, -32
   9,-224,  70, -32
   9,-161,  70, -32
   9,-224,  71, -32
   9,-161,  71, -32
   9,-224,  72, -32
   9,-161,  72, -32
   9,-224,  73, -32
   9,-161,  73, -32
   9,-224,  74, -32
   9,-161,  74, -32
   9,-224,  75, -32
   9,-161,  75, -32
   9,-224,  76, -32
   9,-161,  76, -32
   9,-224,  77, -32
   9,-161,  77, -32
   9,-224,  78, -32
   9,-161,  78, -32
   9,-224,  79, -32
   9,-161,  79, -32
   9,-224,  80, -32
   9,-161,  80, -32
   9,-224,  81, -32
   9,-161,  81, -32
   9,-224,  82, -32
   9,-161,  82, -32
   9,-224,  83, -32
   9,-161,  83, -32
   9,-224,  84, -32
   9,-161,  84, -32
   9,-224,  85, -32
   9,-161,  85, -32
   9,-224,  86, -32
   9,-161,  86, -32
   9,-224,  87, -32
   9,-161,  87, -32
   9,-224,  88, -32
   9,-161,  88, -32
   9,-224,  89, -32
   9,-161,  89, -32
   9,-224,  90, -32
   9,-161,  90, -32
   9,-224,  91, -32
   9,-161,  91, -32
   9,-224,  92, -32
   9,-161,  92, -32
   9,-224,  93, -32
   9,-161,  93, -32
   9,-224,  94, -32
   9,-161,  94, -32
   9,-224,  95, -32
   9,-223,  95, -32
   9,-222,  95, -32
   9,-221,  95, -32
   9,-220,  95, -32
   9,-219,  95, -32
   9,-218,  95, -32
   9,-217,  95, -32
   9,-216,  95, -32
   9,-215,  95, -32
   9,-214,  95, -32
   9,-213,  95, -32
   9,-212,  95, -32
   9,-211,  95, -32
   9,-210,  95, -32
   9,-209,  95, -32
   9,-208,  95, -32
   9,-207,  95, -32
   9,-206,  95, -32
   9,-205,  95, -32
   9,-204,  95, -32
   9,-203,  95, -32
   9,-202,  95, -32
   9,-201,  95, -32
   9,-200,  95, -32
   9,-199,  95, -32
   9,-198,  95, -32
   9,-197,  95, -32
   9,-196,  95, -32
   9,-195,  95, -32
   9,-194,  95, -32
   9,-193,  95, -32
   9,-192,  95, -32
   9,-191,  95, -32
   9,-190,  95, -32
   9,-189,  95, -32
   9,-188,  95, -32
   9,-187,  95, -32
   9,-186,  95, -32
   9,-185,  95, -32
   9,-184,  95, -32
   9,-183,  95, -32
   9,-182,  95, -32
   9,-181,  95, -32
   9,-180,  95, -32
   9,-179,  95, -32
   9,-178,  95, -32
   9,-177,  95, -32
   9,-176,  95, -32
   9,-175,  95, -32
   9,-174,  95, -32
   9,-173,  95, -32
   9,-172,  95, -32
   9,-171,  95, -32
   9,-170,  95, -32
   9,-169,  95, -32
   9,-168,  95, -32
   9,-167,  95, -32
   9,-166,  95, -32
   9,-165,  95, -32
   9,-164,  95, -32
   9,-163,  95, -32
   9,-162,  95, -32
   9,-161,  95, -32
   9,-224,  32, -31
   9,-161,  32, -31
   9,-224,  95, -31
   9,-161,  95, -31
   9,-224,  32, -30
   9,-161,  32, -30
   9,-224,  95, -30
   9,-161,  95, -30
   9,-224,  32, -29
   9,-161,  32, -29
   9,-224,  95, -29
   9,-161,  95, -29
   9,-224,  32, -28
   9,-161,  32, -28
   9,-224,  95, -28
   9,-161,  95, -28
   9,-224,  32, -27
   9,-161,  32, -27
   9,-224,  95, -27
   9,-161,  95, -27
   9,-224,  32, -26
   9,-161,  32, -26
   9,-224,  95, -26
   9,-161,  95, -26
   9,-224,  32, -25
   9,-161,  32, -25
   9,-224,  95, -25
   9,-161,  95, -25
   9,-224,  32, -24
   9,-161,  32, -24
   9,-224,  95, -24
   9,-161,  95, -24
   9,-224,  32, -23
   9,-161,  32, -23
   9,-224,  95, -23
   9,-161,  95, -23
   9,-224,  32, -22
   9,-161,  32, -22
   9,-224,  95, -22
   9,-161,  95, -22
   9,-224,  32, -21
   9,-161,  32, -21
   9,-224,  95, -21
   9,-161,  95, -21
   9,-224,  32, -20
   9,-161,  32, -20
   9,-224,  95, -20
   9,-161,  95, -20
   9,-224,  32, -19
   9,-161,  32, -19
   9,-224,  95, -19
   9,-161,  95, -19
   9,-224,  32, -18
   9,-161,  32, -18
   9,-224,  95, -18
   9,-161,  95, -18
   9,-224,  32, -17
   9,-161,  32, -17
   9,-224,  95, -17
   9,-161,  95, -17
   9,-224,  32, -16
   9,-161,  32, -16
   9,-224,  95, -16
   9,-161,  95, -16
   9,-224,  32, -15
   9,-161,  32, -15
   9,-224,  95, -15
   9,-161,  95, -15
   9,-224,  32, -14
   9,-161,  32, -14
   9,-224,  95, -14
   9,-161,  95, -14
   9,-224,  32, -13
   9,-161,  32, -13
   9,-224,  95, -13
   9,-161,  95, -13
   9,-224,  32, -12
   9,-161,  32, -12
   9,-224,  95, -12
   9,-161,  95, -12
   9,-224,  32, -11
   9,-161,  32, -11
   9,-224,  95, -11
   9,-161,  95, -11
   9,-224,  32, -10
   9,-161,  32, -10
   9,-224,  95, -10
   9,-161,  95, -10
   9,-224,  32,  -9
   9,-161,  32,  -9
   9,-224,  95,  -9
   9,-161,  95,  -9
   9,-224,  32,  -8
   9,-161,  32,  -8
   9,-224,  95,  -8
   9,-161,  95,  -8
   9,-224,  32,  -7
   9,-161,  32,  -7
   9,-224,  95,  -7
   9,-161,  95,  -7
   9,-224,  32,  -6
   9,-161,  32,  -6
   9,-224,  95,  -6
   9,-161,  95,  -6
   9,-224,  32,  -5
   9,-161,  32,  -5
   9,-224,  95,  -5
   9,-161,  95,  -5
   9,-224,  32,  -4
   9,-161,  32,  -4
   9,-224,  95,  -4
   9,-161,  95,  -4
   9,-224,  32,  -3
   9,-161,  32,  -3
   9,-224,  95,  -3
   9,-161,  95,  -3
   9,-224,  32,  -2
   9,-161,  32,  -2
   9,-224,  95,  -2
   9,-161,  95,  -2
   9,-224,  32,  -1
   9,-161,  32,  -1
   9,-224,  95,  -1
   9,-161,  95,  -1
   9,-224,  32,   0
   9,-161,  32,   0
   9,-224,  95,   0
   9,-161,  95,   0
   9,-224,  32,   1
   9,-161,  32,   1
   9,-224,  95,   1
   9,-161,  95,   1
   9,-224,  32,   2
   9,-161,  32,   2
   9,-224,  95,   2
   9,-161,  95,   2
   9,-224,  32,   3
   9,-161,  32,   3
   9,-224,  95,   3
   9,-161,  95,   3
   9,-224,  32,   4
   9,-161,  32,   4
   9,-224,  95,   4
   9,-161,  95,   4
   9,-224,  32,   5
   9,-161,  32,   5
   9,-224,  95,   5
   9,-161,  95,   5
   9,-224,  32,   6
   9,-161,  32,   6
   9,-224,  95,   6
   9,-161,  95,   6
   9,-224,  32,   7
   9,-161,  32,   7
   9,-224,  95,   7
   9,-161,  95,   7
   9,-224,  32,   8
   9,-161,  32,   8
   9,-224,  95,   8
   9,-161,  95,   8
   9,-224,  32,   9
   9,-161,  32,   9
   9,-224,  95,   9
   9,-161,  95,   9
   9,-224,  32,  10
   9,-161,  32,  10
   9,-224,  95,  10
   9,-161,  95,  10
   9,-224,  32,  11
   9,-161,  32,  11
   9,-224,  95,  11
   9,-161,  95,  11
   9,-224,  32,  12
   9,-161,  32,  12
   9,-224,  95,  12
   9,-161,  95,  12
   9,-224,  32,  13
   9,-161,  32,  13
   9,-224,  95,  13
   9,-161,  95,  13
   9,-224,  32,  14
   9,-161,  32,  14
   9,-224,  95,  14
   9,-161,  95,  14
   9,-224,  32,  15
   9,-161,  32,  15
   9,-224,  95,  15
   9,-161,  95,  15
   9,-224,  32,  16
   9,-161,  32,  16
   9,-224,  95,  16
   9,-161,  95,  16
   9,-224,  32,  17
   9,-161,  32,  17
   9,-224,  95,  17
   9,-161,  95,  17
   9,-224,  32,  18
   9,-161,  32,  18
   9,-224,  95,  18
   9,-161,  95,  18
   9,-224,  32,  19
   9,-161,  32,  19
   9,-224,  95,  19
   9,-161,  95,  19
   9,-224,  32,  20
   9,-161,  32,  20
   9,-224,  95,  20
   9,-161,  95,  20
   9,-224,  32,  21
   9,-161,  32,  21
   9,-224,  95,  21
   9,-161,  95,  21
   9,-224,  32,  22
   9,-161,  32,  22
   9,-224,  95,  22
   9,-161,  95,  22
   9,-224,  32,  23
   9,-161,  32,  23
   9,-224,  95,  23
   9,-161,  95,  23
   9,-224,  32,  24
   9,-161,  32,  24
   9,-224,  95,  24
   9,-161,  95,  24
   9,-224,  32,  25
   9,-161,  32,  25
   9,-224,  95,  25
   9,-161,  95,  25
   9,-224,  32,  26
   9,-161,  32,  26
   9,-224,  95,  26
   9,-161,  95,  26
   9,-224,  32,  27
   9,-161,  32,  27
   9,-224,  95,  27
   9,-161,  95,  27
   9,-224,  32,  28
   9,-161,  32,  28
   9,-224,  95,  28
   9,-161,  95,  28
   9,-224,  32,  29
   9,-161,  32,  29
   9,-224,  95,  29
   9,-161,  95,  29
   9,-224,  32,  30
   9,-161,  32,  30
   9,-224,  95,  30
   9,-161,  95,  30
   9,-224,  32,  31
   9,-223,  32,  31
   9,-222,  32,  31
   9,-221,  32,  31
   9,-220,  32,  31
   9,-219,  32,  31
   9,-218,  32,  31
   9,-217,  32,  31
   9,-216,  32,  31
   9,-215,  32,  31
   9,-214,  32,  31
   9,-213,  32,  31
   9,-212,  32,  31
   9,-211,  32,  31
   9,-210,  32,  31
   9,-209,  32,  31
   9,-208,  32,  31
   9,-207,  32,  31
   9,-206,  32,  31
   9,-205,  32,  31
   9,-204,  32,  31
   9,-203,  32,  31
   9,-202,  32,  31
   9,-201,  32,  31
   9,-200,  32,  31
   9,-199,  32,  31
   9,-198,  32,  31
   9,-197,  32,  31
   9,-196,  32,  31
   9,-195,  32,  31
   9,-194,  32,  31
   9,-193,  32,  31
   9,-192,  32,  31
   9,-191,  32,  31
   9,-190,  32,  31
   9,-189,  32,  31
   9,-188,  32,  31
   9,-187,  32,  31
   9,-186,  32,  31
   9,-185,  32,  31
   9,-184,  32,  31
   9,-183,  32,  31
   9,-182,  32,  31
   9,-181,  32,  31
   9,-180,  32,  31
   9,-179,  32,  31
   9,-178,  32,  31
   9,-177,  32,  31
   9,-176,  32,  31
   9,-175,  32,  31
   9,-174,  32,  31
   9,-173,  32,  31
   9,-172,  32,  31
   9,-171,  32,  31
   9,-170,  32,  31
   9,-169,  32,  31
   9,-168,  32,  31
   9,-167,  32,  31
   9,-166,  32,  31
   9,-165,  32,  31
   9,-164,  32,  31
   9,-163,  32,  31
   9,-162,  32,  31
   9,-161,  32,  31
   9,-224,  33,  31
   9,-161,  33,  31
   9,-224,  34,  31
   9,-161,  34,  31
   9,-224,  35,  31
   9,-161,  35,  31
   9,-224,  36,  31
   9,-161,  36,  31
   9,-224,  37,  31
   9,-161,  37,  31
   9,-224,  38,  31
   9,-161,  38,  31
   9,-224,  39,  31
   9,-161,  39,  31
   9,-224,  40,  31
   9,-161,  40,  31
   9,-224,  41,  31
   9,-161,  41,  31
   9,-224,  42,  31
   9,-161,  42,  31
   9,-224,  43,  31
   9,-161,  43,  31
   9,-224,  44,  31
   9,-161,  44,  31
   9,-224,  45,  31
   9,-161,  45,  31
   9,-224,  46,  31
   9,-161,  46,  31
   9,-224,  47,  31
   9,-161,  47,  31
   9,-224,  48,  31
   9,-161,  48,  31
   9,-224,  49,  31
   9,-161,  49,  31
   9,-224,  50,  31
   9,-161,  50,  31
   9,-224,  51,  31
   9,-161,  51,  31
   9,-224,  52,  31
   9,-161,  52,  31
   9,-224,  53,  31
   9,-161,  53,  31
   9,-224,  54,  31
   9,-161,  54,  31
   9,-224,  55,  31
   9,-161,  55,  31
   9,-224,  56,  31
   9,-161,  56,  31
   9,-224,  57,  31
   9,-161,  57,  31
   9,-224,  58,  31
   9,-161,  58,  31
   9,-224,  59,  31
   9,-161,  59,  31
   9,-224,  60,  31
   9,-161,  60,  31
   9,-224,  61,  31
   9,-161,  61,  31
   9,-224,  62,  31
   9,-161,  62,  31
   9,-224,  63,  31
   9,-161,  63,  31
   9,-224,  64,  31
   9,-161,  64,  31
   9,-224,  65,  31
   9,-161,  65,  31
   9,-224,  66,  31
   9,-161,  66,  31
   9,-224,  67,  31
   9,-161,  67,  31
   9,-224,  68,  31
   9,-161,  68,  31
   9,-224,  69,  31
   9,-161,  69,  31
   9,-224,  70,  31
   9,-161,  70,  31
   9,-224,  71,  31
   9,-161,  71,  31
